branch,skills,cgpa,projects,internships,communication,career
CSE,react node mongodb fullstack,7.79,3,2,7,Full Stack Developer
CSE,embedded c microcontrollers,6.61,5,0,6,Embedded Engineer
CSE,html css javascript react,8.88,2,0,8,Frontend Developer
CSE,construction surveying site work,8.91,3,1,7,Site Engineer
CSE,flutter mobile apps firebase,6.76,5,1,9,Mobile App Developer
CSE,ai deep learning neural networks,6.72,1,0,7,AI Engineer
CSE,html css javascript react,9.16,5,1,9,Frontend Developer
CSE,ai deep learning neural networks,9.16,3,2,6,AI Engineer
CSE,python machine learning ai data analysis,7.96,5,2,9,Data Scientist
CSE,html css javascript react,7.79,4,1,9,Frontend Developer
CSE,geotechnical civil engineering,7.4,4,0,6,Civil Engineer
CSE,thermal systems manufacturing,7.23,5,2,10,Mechanical Engineer
CSE,aws docker kubernetes cloud,8.12,4,0,10,DevOps Engineer
CSE,autocad solidworks design,7.31,5,2,9,Design Engineer
CSE,java spring boot microservices,8.42,5,2,6,Software Engineer
CSE,django python sql backend,8.65,2,1,8,Backend Developer
CSE,flutter mobile apps firebase,7.4,5,1,10,Mobile App Developer
CSE,html css javascript react,7.15,5,1,10,Frontend Developer
CSE,java spring boot microservices,6.94,4,0,6,Software Engineer
CSE,embedded c microcontrollers,8.37,2,2,9,Embedded Engineer
CSE,nodejs express mongodb api,8.9,3,0,8,Backend Developer
CSE,ai deep learning neural networks,8.37,3,1,10,AI Engineer
CSE,signal processing electronics,7.21,5,1,7,Embedded Engineer
CSE,cyber security linux networking,8.42,4,2,7,Security Analyst
CSE,infrastructure design planning,8.56,3,1,10,Site Engineer
CSE,django python sql backend,8.81,2,2,9,Backend Developer
CSE,robotics automation design,7.01,4,1,8,Design Engineer
CSE,ai deep learning neural networks,6.61,3,2,6,AI Engineer
CSE,embedded c microcontrollers,9.0,4,0,7,Embedded Engineer
CSE,cyber security linux networking,9.26,1,0,9,Security Analyst
CSE,django python sql backend,8.09,4,0,7,Backend Developer
CSE,verilog vlsi design circuits,7.25,2,0,8,Hardware Engineer
CSE,verilog vlsi design circuits,7.75,2,1,7,Hardware Engineer
CSE,iot sensors arduino embedded,7.31,5,2,7,IoT Engineer
CSE,nodejs express mongodb api,8.18,2,0,7,Backend Developer
CSE,java spring boot microservices,8.75,4,0,9,Software Engineer
CSE,nodejs express mongodb api,7.36,1,1,8,Backend Developer
CSE,html css javascript react,7.15,1,2,8,Frontend Developer
CSE,flutter mobile apps firebase,8.33,2,2,10,Mobile App Developer
CSE,geotechnical civil engineering,6.59,3,0,7,Civil Engineer
CSE,construction surveying site work,8.16,5,0,10,Site Engineer
CSE,html css javascript react,7.23,4,0,8,Frontend Developer
CSE,robotics automation design,7.92,2,0,8,Design Engineer
CSE,python flask apis backend,6.78,1,1,8,Backend Developer
CSE,geotechnical civil engineering,8.81,4,0,7,Civil Engineer
CSE,nodejs express mongodb api,8.72,1,0,8,Backend Developer
CSE,structure planning autocad,9.11,1,2,6,Civil Engineer
CSE,ai deep learning neural networks,9.39,1,1,10,AI Engineer
CSE,embedded c microcontrollers,8.43,2,2,9,Embedded Engineer
CSE,flutter mobile apps firebase,6.88,4,0,8,Mobile App Developer
CSE,nodejs express mongodb api,9.3,3,1,7,Backend Developer
CSE,verilog vlsi design circuits,8.16,5,0,8,Hardware Engineer
CSE,flutter mobile apps firebase,9.43,4,2,7,Mobile App Developer
CSE,embedded c microcontrollers,9.44,2,0,6,Embedded Engineer
CSE,python machine learning ai data analysis,8.74,3,0,7,Data Scientist
CSE,java spring boot microservices,8.93,3,1,8,Software Engineer
CSE,thermal systems manufacturing,8.44,2,2,10,Mechanical Engineer
CSE,aws docker kubernetes cloud,9.1,2,0,7,DevOps Engineer
CSE,cyber security linux networking,7.14,5,2,6,Security Analyst
CSE,python flask apis backend,6.72,4,2,10,Backend Developer
CSE,cyber security linux networking,8.3,2,0,10,Security Analyst
CSE,verilog vlsi design circuits,8.62,4,2,10,Hardware Engineer
CSE,iot sensors arduino embedded,9.3,3,1,8,IoT Engineer
CSE,nodejs express mongodb api,7.16,3,0,7,Backend Developer
CSE,signal processing electronics,8.54,5,0,9,Embedded Engineer
CSE,thermal systems manufacturing,9.3,2,2,7,Mechanical Engineer
CSE,python flask apis backend,9.14,5,1,7,Backend Developer
CSE,robotics automation design,8.19,2,2,8,Design Engineer
CSE,aws docker kubernetes cloud,7.82,3,1,10,DevOps Engineer
CSE,ai deep learning neural networks,7.49,5,0,9,AI Engineer
CSE,django python sql backend,9.45,2,1,8,Backend Developer
CSE,geotechnical civil engineering,7.57,2,1,9,Civil Engineer
CSE,aws docker kubernetes cloud,7.08,2,1,10,DevOps Engineer
CSE,signal processing electronics,6.99,2,0,6,Embedded Engineer
CSE,embedded c microcontrollers,7.08,5,2,8,Embedded Engineer
CSE,cyber security linux networking,8.57,1,1,9,Security Analyst
CSE,infrastructure design planning,7.44,3,1,6,Site Engineer
CSE,ai deep learning neural networks,8.97,5,0,10,AI Engineer
CSE,mechanical cad cam,8.21,3,2,7,Mechanical Engineer
CSE,ai deep learning neural networks,8.38,2,1,6,AI Engineer
CSE,html css javascript react,6.88,2,2,6,Frontend Developer
CSE,java spring boot microservices,9.12,3,2,9,Software Engineer
CSE,embedded c microcontrollers,7.79,5,1,9,Embedded Engineer
CSE,verilog vlsi design circuits,9.26,4,2,10,Hardware Engineer
CSE,thermal systems manufacturing,8.73,5,1,7,Mechanical Engineer
CSE,infrastructure design planning,8.38,4,1,9,Site Engineer
CSE,structure planning autocad,9.12,3,0,6,Civil Engineer
CSE,cyber security linux networking,7.43,2,0,9,Security Analyst
CSE,django python sql backend,8.69,2,0,8,Backend Developer
CSE,structure planning autocad,6.96,3,1,9,Civil Engineer
CSE,python machine learning ai data analysis,7.79,4,2,7,Data Scientist
CSE,ai deep learning neural networks,8.24,4,0,9,AI Engineer
CSE,thermal systems manufacturing,9.38,3,2,9,Mechanical Engineer
CSE,react node mongodb fullstack,7.37,4,1,10,Full Stack Developer
CSE,iot sensors arduino embedded,6.7,2,1,9,IoT Engineer
CSE,structure planning autocad,7.12,5,2,7,Civil Engineer
CSE,cyber security linux networking,7.21,1,2,8,Security Analyst
CSE,react node mongodb fullstack,6.64,1,0,6,Full Stack Developer
CSE,iot sensors arduino embedded,7.77,5,1,6,IoT Engineer
CSE,aws docker kubernetes cloud,7.19,3,1,9,DevOps Engineer
CSE,python flask apis backend,8.99,5,2,8,Backend Developer
CSE,python machine learning ai data analysis,7.43,4,2,7,Data Scientist
CSE,iot sensors arduino embedded,9.29,5,2,9,IoT Engineer
CSE,django python sql backend,6.77,2,0,10,Backend Developer
CSE,java spring boot microservices,7.94,2,2,8,Software Engineer
CSE,thermal systems manufacturing,7.59,4,1,10,Mechanical Engineer
CSE,autocad solidworks design,6.51,3,1,9,Design Engineer
CSE,embedded c microcontrollers,8.27,4,2,8,Embedded Engineer
CSE,geotechnical civil engineering,8.0,2,1,6,Civil Engineer
CSE,construction surveying site work,6.75,2,0,6,Site Engineer
CSE,nodejs express mongodb api,9.46,1,0,6,Backend Developer
CSE,cyber security linux networking,6.79,5,2,9,Security Analyst
CSE,structure planning autocad,8.11,3,2,7,Civil Engineer
CSE,infrastructure design planning,7.63,5,2,10,Site Engineer
CSE,construction surveying site work,7.64,1,0,10,Site Engineer
CSE,infrastructure design planning,9.41,2,0,6,Site Engineer
CSE,signal processing electronics,8.35,5,1,10,Embedded Engineer
CSE,aws docker kubernetes cloud,7.83,1,1,7,DevOps Engineer
CSE,mechanical cad cam,7.19,5,1,6,Mechanical Engineer
CSE,autocad solidworks design,7.62,2,0,10,Design Engineer
CSE,python machine learning ai data analysis,9.43,5,0,9,Data Scientist
CSE,mechanical cad cam,8.68,1,1,6,Mechanical Engineer
CSE,robotics automation design,7.16,2,0,7,Design Engineer
CSE,construction surveying site work,8.52,1,1,7,Site Engineer
CSE,html css javascript react,9.25,3,0,7,Frontend Developer
CSE,aws docker kubernetes cloud,9.37,2,0,6,DevOps Engineer
CSE,html css javascript react,8.45,5,2,7,Frontend Developer
CSE,geotechnical civil engineering,7.85,2,0,9,Civil Engineer
CSE,java spring boot microservices,8.37,3,0,9,Software Engineer
CSE,nodejs express mongodb api,7.12,1,1,6,Backend Developer
CSE,embedded c microcontrollers,9.31,4,2,6,Embedded Engineer
CSE,python machine learning ai data analysis,8.87,4,1,6,Data Scientist
CSE,cyber security linux networking,7.19,3,2,9,Security Analyst
CSE,autocad solidworks design,8.26,1,0,8,Design Engineer
CSE,verilog vlsi design circuits,9.03,1,2,10,Hardware Engineer
CSE,structure planning autocad,9.49,3,1,7,Civil Engineer
CSE,signal processing electronics,8.76,5,1,6,Embedded Engineer
CSE,react node mongodb fullstack,7.66,5,0,6,Full Stack Developer
CSE,structure planning autocad,9.4,4,1,10,Civil Engineer
CSE,flutter mobile apps firebase,7.73,5,0,7,Mobile App Developer
CSE,structure planning autocad,7.36,5,1,10,Civil Engineer
CSE,aws docker kubernetes cloud,6.97,4,2,10,DevOps Engineer
CSE,nodejs express mongodb api,9.37,3,0,9,Backend Developer
CSE,iot sensors arduino embedded,6.92,5,0,10,IoT Engineer
CSE,java spring boot microservices,6.56,5,1,8,Software Engineer
CSE,geotechnical civil engineering,9.3,1,2,9,Civil Engineer
CSE,construction surveying site work,9.04,4,0,6,Site Engineer
CSE,embedded c microcontrollers,8.87,5,0,7,Embedded Engineer
CSE,infrastructure design planning,8.72,5,1,7,Site Engineer
CSE,flutter mobile apps firebase,6.62,2,1,10,Mobile App Developer
CSE,java spring boot microservices,7.48,2,1,9,Software Engineer
CSE,signal processing electronics,8.68,1,1,9,Embedded Engineer
CSE,ai deep learning neural networks,6.52,4,2,7,AI Engineer
CSE,cyber security linux networking,7.85,3,2,9,Security Analyst
CSE,cyber security linux networking,7.14,4,2,6,Security Analyst
CSE,verilog vlsi design circuits,8.57,3,0,10,Hardware Engineer
CSE,python machine learning ai data analysis,6.51,4,2,8,Data Scientist
CSE,nodejs express mongodb api,7.51,1,2,6,Backend Developer
CSE,thermal systems manufacturing,8.82,3,0,9,Mechanical Engineer
CSE,infrastructure design planning,7.41,5,0,6,Site Engineer
CSE,robotics automation design,6.56,1,1,7,Design Engineer
CSE,embedded c microcontrollers,7.95,2,2,8,Embedded Engineer
CSE,react node mongodb fullstack,7.38,5,1,8,Full Stack Developer
CSE,thermal systems manufacturing,6.61,2,2,6,Mechanical Engineer
CSE,autocad solidworks design,6.64,5,1,7,Design Engineer
CSE,django python sql backend,9.47,3,1,8,Backend Developer
CSE,cyber security linux networking,8.85,2,1,6,Security Analyst
CSE,iot sensors arduino embedded,6.57,3,2,9,IoT Engineer
CSE,autocad solidworks design,7.3,2,1,6,Design Engineer
CSE,verilog vlsi design circuits,7.59,1,1,7,Hardware Engineer
CSE,aws docker kubernetes cloud,8.41,1,2,6,DevOps Engineer
CSE,html css javascript react,8.66,1,2,7,Frontend Developer
CSE,nodejs express mongodb api,9.18,2,0,6,Backend Developer
CSE,ai deep learning neural networks,7.61,2,2,10,AI Engineer
CSE,verilog vlsi design circuits,7.89,1,2,10,Hardware Engineer
CSE,structure planning autocad,6.79,2,1,9,Civil Engineer
CSE,nodejs express mongodb api,6.83,4,0,7,Backend Developer
CSE,nodejs express mongodb api,7.38,2,0,9,Backend Developer
CSE,ai deep learning neural networks,8.58,5,1,6,AI Engineer
CSE,infrastructure design planning,7.42,3,1,7,Site Engineer
CSE,react node mongodb fullstack,7.26,3,1,6,Full Stack Developer
CSE,construction surveying site work,8.99,4,1,7,Site Engineer
CSE,robotics automation design,7.94,4,1,9,Design Engineer
CSE,django python sql backend,9.06,3,1,10,Backend Developer
CSE,react node mongodb fullstack,8.64,1,1,10,Full Stack Developer
CSE,python flask apis backend,8.19,4,0,8,Backend Developer
CSE,construction surveying site work,8.92,5,2,6,Site Engineer
CSE,cyber security linux networking,8.04,2,2,9,Security Analyst
CSE,verilog vlsi design circuits,8.99,1,1,10,Hardware Engineer
CSE,verilog vlsi design circuits,6.84,2,2,9,Hardware Engineer
CSE,signal processing electronics,8.23,1,2,10,Embedded Engineer
CSE,infrastructure design planning,8.8,2,2,9,Site Engineer
CSE,iot sensors arduino embedded,8.39,1,1,10,IoT Engineer
CSE,geotechnical civil engineering,6.53,5,1,6,Civil Engineer
CSE,signal processing electronics,9.31,5,0,6,Embedded Engineer
CSE,nodejs express mongodb api,8.48,1,1,10,Backend Developer
CSE,java spring boot microservices,7.17,2,1,6,Software Engineer
CSE,robotics automation design,7.35,3,2,6,Design Engineer
CSE,cyber security linux networking,9.06,3,2,10,Security Analyst
CSE,geotechnical civil engineering,8.16,2,2,7,Civil Engineer
CSE,iot sensors arduino embedded,8.3,1,1,10,IoT Engineer
CSE,verilog vlsi design circuits,6.61,2,1,6,Hardware Engineer
CSE,java spring boot microservices,8.04,1,1,7,Software Engineer
CSE,java spring boot microservices,7.18,2,0,6,Software Engineer
CSE,robotics automation design,7.0,1,0,6,Design Engineer
CSE,html css javascript react,7.4,2,2,10,Frontend Developer
CSE,embedded c microcontrollers,6.54,3,0,7,Embedded Engineer
CSE,html css javascript react,8.16,1,1,9,Frontend Developer
CSE,structure planning autocad,8.28,5,2,6,Civil Engineer
CSE,nodejs express mongodb api,8.28,2,2,6,Backend Developer
CSE,html css javascript react,6.83,3,0,10,Frontend Developer
CSE,python machine learning ai data analysis,8.2,3,2,10,Data Scientist
CSE,python machine learning ai data analysis,8.6,2,0,9,Data Scientist
CSE,django python sql backend,6.64,4,0,9,Backend Developer
CSE,python machine learning ai data analysis,6.63,3,2,6,Data Scientist
CSE,mechanical cad cam,8.21,2,1,6,Mechanical Engineer
CSE,html css javascript react,9.18,2,2,6,Frontend Developer
CSE,geotechnical civil engineering,6.58,2,1,10,Civil Engineer
CSE,python machine learning ai data analysis,8.35,5,2,9,Data Scientist
CSE,embedded c microcontrollers,6.64,3,2,8,Embedded Engineer
CSE,ai deep learning neural networks,8.45,1,1,10,AI Engineer
CSE,signal processing electronics,7.86,3,1,8,Embedded Engineer
CSE,mechanical cad cam,7.24,5,0,8,Mechanical Engineer
CSE,react node mongodb fullstack,8.67,5,1,6,Full Stack Developer
CSE,cyber security linux networking,8.77,4,0,10,Security Analyst
CSE,infrastructure design planning,6.58,5,2,8,Site Engineer
CSE,autocad solidworks design,7.11,3,0,9,Design Engineer
CSE,embedded c microcontrollers,6.61,5,2,8,Embedded Engineer
CSE,python flask apis backend,7.77,5,0,9,Backend Developer
CSE,ai deep learning neural networks,8.05,1,0,10,AI Engineer
CSE,ai deep learning neural networks,7.26,5,0,8,AI Engineer
CSE,python flask apis backend,8.36,2,1,6,Backend Developer
CSE,autocad solidworks design,6.56,3,1,8,Design Engineer
CSE,signal processing electronics,6.7,5,0,7,Embedded Engineer
CSE,cyber security linux networking,9.01,3,2,9,Security Analyst
CSE,python flask apis backend,6.91,2,1,7,Backend Developer
CSE,flutter mobile apps firebase,9.07,1,2,9,Mobile App Developer
CSE,geotechnical civil engineering,8.04,3,1,6,Civil Engineer
CSE,python machine learning ai data analysis,8.28,4,1,6,Data Scientist
CSE,thermal systems manufacturing,7.76,4,1,6,Mechanical Engineer
CSE,structure planning autocad,8.89,1,2,7,Civil Engineer
CSE,java spring boot microservices,7.5,2,0,10,Software Engineer
CSE,structure planning autocad,8.78,4,1,10,Civil Engineer
CSE,python flask apis backend,7.64,2,2,9,Backend Developer
CSE,django python sql backend,8.92,1,0,6,Backend Developer
CSE,verilog vlsi design circuits,6.58,2,0,10,Hardware Engineer
CSE,react node mongodb fullstack,7.99,1,0,6,Full Stack Developer
CSE,embedded c microcontrollers,8.6,5,2,10,Embedded Engineer
CSE,nodejs express mongodb api,8.53,5,1,10,Backend Developer
CSE,infrastructure design planning,8.28,3,2,7,Site Engineer
CSE,python flask apis backend,9.3,1,2,8,Backend Developer
CSE,embedded c microcontrollers,8.24,5,2,10,Embedded Engineer
CSE,thermal systems manufacturing,7.6,3,2,8,Mechanical Engineer
CSE,robotics automation design,7.17,3,1,7,Design Engineer
CSE,geotechnical civil engineering,6.51,5,1,10,Civil Engineer
CSE,aws docker kubernetes cloud,8.55,4,1,8,DevOps Engineer
CSE,autocad solidworks design,7.12,5,1,6,Design Engineer
CSE,iot sensors arduino embedded,7.45,4,0,9,IoT Engineer
CSE,cyber security linux networking,9.17,5,1,6,Security Analyst
CSE,python machine learning ai data analysis,9.37,3,0,7,Data Scientist
CSE,cyber security linux networking,8.37,2,0,10,Security Analyst
CSE,embedded c microcontrollers,7.39,2,1,7,Embedded Engineer
CSE,infrastructure design planning,7.08,2,2,6,Site Engineer
CSE,cyber security linux networking,8.98,1,1,10,Security Analyst
CSE,embedded c microcontrollers,8.02,5,0,8,Embedded Engineer
CSE,verilog vlsi design circuits,8.67,5,2,9,Hardware Engineer
CSE,construction surveying site work,7.72,4,2,8,Site Engineer
CSE,cyber security linux networking,8.01,5,1,9,Security Analyst
CSE,python flask apis backend,7.49,4,2,9,Backend Developer
CSE,geotechnical civil engineering,8.13,2,2,8,Civil Engineer
CSE,infrastructure design planning,7.58,3,2,8,Site Engineer
CSE,verilog vlsi design circuits,7.25,2,1,10,Hardware Engineer
CSE,java spring boot microservices,9.13,2,2,10,Software Engineer
CSE,python flask apis backend,8.97,1,0,7,Backend Developer
CSE,python machine learning ai data analysis,7.18,5,0,10,Data Scientist
CSE,structure planning autocad,8.63,4,2,7,Civil Engineer
CSE,thermal systems manufacturing,8.64,2,2,9,Mechanical Engineer
CSE,ai deep learning neural networks,8.39,3,2,10,AI Engineer
CSE,thermal systems manufacturing,8.49,5,2,6,Mechanical Engineer
CSE,java spring boot microservices,9.36,2,2,8,Software Engineer
CSE,flutter mobile apps firebase,6.77,3,2,9,Mobile App Developer
CSE,thermal systems manufacturing,7.04,2,1,8,Mechanical Engineer
CSE,autocad solidworks design,7.52,5,1,6,Design Engineer
CSE,construction surveying site work,6.94,3,0,8,Site Engineer
CSE,django python sql backend,8.39,2,2,9,Backend Developer
CSE,aws docker kubernetes cloud,8.35,1,1,8,DevOps Engineer
CSE,signal processing electronics,8.36,5,1,7,Embedded Engineer
CSE,flutter mobile apps firebase,7.26,4,1,8,Mobile App Developer
CSE,robotics automation design,8.58,4,1,8,Design Engineer
CSE,robotics automation design,8.98,1,1,10,Design Engineer
CSE,iot sensors arduino embedded,7.21,3,0,8,IoT Engineer
CSE,react node mongodb fullstack,8.53,4,0,8,Full Stack Developer
CSE,nodejs express mongodb api,6.62,5,1,7,Backend Developer
CSE,thermal systems manufacturing,7.33,5,2,9,Mechanical Engineer
CSE,thermal systems manufacturing,8.35,2,0,6,Mechanical Engineer
CSE,mechanical cad cam,8.68,1,0,10,Mechanical Engineer
CSE,html css javascript react,8.86,5,1,9,Frontend Developer
CSE,nodejs express mongodb api,8.91,1,0,9,Backend Developer
CSE,java spring boot microservices,7.13,3,1,6,Software Engineer
CSE,html css javascript react,8.59,3,1,7,Frontend Developer
CSE,embedded c microcontrollers,8.77,1,0,7,Embedded Engineer
CSE,infrastructure design planning,8.76,4,1,6,Site Engineer
CSE,construction surveying site work,9.45,4,1,7,Site Engineer
CSE,python machine learning ai data analysis,7.1,2,1,6,Data Scientist
CSE,iot sensors arduino embedded,9.22,2,0,8,IoT Engineer
CSE,construction surveying site work,7.41,3,1,6,Site Engineer
CSE,infrastructure design planning,7.65,3,0,9,Site Engineer
CSE,autocad solidworks design,6.87,5,1,8,Design Engineer
CSE,verilog vlsi design circuits,7.53,2,2,9,Hardware Engineer
CSE,verilog vlsi design circuits,7.11,1,0,8,Hardware Engineer
CSE,flutter mobile apps firebase,7.16,4,1,8,Mobile App Developer
CSE,geotechnical civil engineering,8.26,2,1,6,Civil Engineer
CSE,ai deep learning neural networks,7.21,1,0,10,AI Engineer
CSE,nodejs express mongodb api,7.48,3,0,8,Backend Developer
CSE,html css javascript react,7.63,2,0,8,Frontend Developer
CSE,robotics automation design,6.69,4,1,8,Design Engineer
CSE,iot sensors arduino embedded,6.95,1,1,7,IoT Engineer
CSE,autocad solidworks design,6.61,2,0,9,Design Engineer
CSE,flutter mobile apps firebase,7.29,5,0,10,Mobile App Developer
CSE,ai deep learning neural networks,8.9,2,1,8,AI Engineer
CSE,react node mongodb fullstack,9.24,2,2,9,Full Stack Developer
CSE,python machine learning ai data analysis,6.9,1,0,9,Data Scientist
CSE,flutter mobile apps firebase,6.86,1,1,6,Mobile App Developer
CSE,signal processing electronics,7.55,2,2,8,Embedded Engineer
CSE,robotics automation design,8.11,2,2,8,Design Engineer
CSE,geotechnical civil engineering,8.31,5,2,10,Civil Engineer
CSE,django python sql backend,7.65,3,0,8,Backend Developer
CSE,robotics automation design,8.33,1,1,8,Design Engineer
CSE,django python sql backend,6.75,2,1,6,Backend Developer
CSE,mechanical cad cam,9.23,3,1,10,Mechanical Engineer
CSE,geotechnical civil engineering,6.84,3,1,9,Civil Engineer
CSE,cyber security linux networking,8.08,2,1,8,Security Analyst
CSE,ai deep learning neural networks,6.67,5,1,6,AI Engineer
CSE,thermal systems manufacturing,6.65,1,2,7,Mechanical Engineer
CSE,flutter mobile apps firebase,8.85,5,0,8,Mobile App Developer
CSE,construction surveying site work,8.39,4,0,6,Site Engineer
CSE,html css javascript react,6.8,4,2,9,Frontend Developer
CSE,aws docker kubernetes cloud,7.62,5,1,10,DevOps Engineer
CSE,python machine learning ai data analysis,6.5,4,0,6,Data Scientist
CSE,react node mongodb fullstack,8.26,4,1,10,Full Stack Developer
CSE,infrastructure design planning,6.65,4,1,6,Site Engineer
CSE,ai deep learning neural networks,7.14,4,2,6,AI Engineer
CSE,thermal systems manufacturing,6.93,3,0,8,Mechanical Engineer
CSE,verilog vlsi design circuits,8.08,4,2,8,Hardware Engineer
CSE,django python sql backend,6.77,5,2,6,Backend Developer
CSE,html css javascript react,7.77,1,1,10,Frontend Developer
CSE,mechanical cad cam,9.03,2,0,6,Mechanical Engineer
CSE,autocad solidworks design,7.08,1,1,6,Design Engineer
CSE,signal processing electronics,7.81,2,2,10,Embedded Engineer
CSE,python machine learning ai data analysis,6.98,1,0,8,Data Scientist
CSE,ai deep learning neural networks,8.13,4,2,10,AI Engineer
CSE,embedded c microcontrollers,8.48,3,1,7,Embedded Engineer
CSE,embedded c microcontrollers,8.8,5,0,10,Embedded Engineer
CSE,nodejs express mongodb api,7.45,5,2,7,Backend Developer
CSE,react node mongodb fullstack,8.31,2,0,9,Full Stack Developer
CSE,django python sql backend,8.62,4,1,7,Backend Developer
CSE,html css javascript react,7.41,5,0,10,Frontend Developer
CSE,structure planning autocad,7.84,2,0,8,Civil Engineer
CSE,infrastructure design planning,7.37,3,0,8,Site Engineer
CSE,structure planning autocad,8.85,2,2,8,Civil Engineer
CSE,iot sensors arduino embedded,6.94,2,1,6,IoT Engineer
CSE,python flask apis backend,7.4,4,2,10,Backend Developer
CSE,python flask apis backend,7.45,5,2,10,Backend Developer
CSE,flutter mobile apps firebase,6.54,4,1,6,Mobile App Developer
CSE,structure planning autocad,9.0,5,1,7,Civil Engineer
CSE,geotechnical civil engineering,9.08,3,2,10,Civil Engineer
CSE,nodejs express mongodb api,9.15,4,2,7,Backend Developer
CSE,autocad solidworks design,8.82,2,1,10,Design Engineer
CSE,robotics automation design,8.64,1,0,7,Design Engineer
CSE,html css javascript react,8.46,1,1,6,Frontend Developer
CSE,java spring boot microservices,9.27,4,2,8,Software Engineer
CSE,geotechnical civil engineering,8.27,2,1,8,Civil Engineer
CSE,flutter mobile apps firebase,8.06,5,1,6,Mobile App Developer
CSE,react node mongodb fullstack,8.54,5,2,6,Full Stack Developer
CSE,flutter mobile apps firebase,8.52,4,0,6,Mobile App Developer
CSE,cyber security linux networking,6.98,1,2,7,Security Analyst
CSE,cyber security linux networking,7.83,1,2,9,Security Analyst
CSE,django python sql backend,7.04,1,0,9,Backend Developer
CSE,geotechnical civil engineering,7.88,5,2,9,Civil Engineer
CSE,html css javascript react,6.73,2,1,6,Frontend Developer
CSE,embedded c microcontrollers,8.7,1,1,6,Embedded Engineer
CSE,signal processing electronics,7.39,2,1,8,Embedded Engineer
CSE,construction surveying site work,8.21,2,2,8,Site Engineer
CSE,nodejs express mongodb api,7.24,4,0,6,Backend Developer
CSE,flutter mobile apps firebase,9.34,2,0,9,Mobile App Developer
CSE,python flask apis backend,8.77,1,0,6,Backend Developer
CSE,embedded c microcontrollers,7.31,3,2,9,Embedded Engineer
CSE,python machine learning ai data analysis,9.07,4,0,9,Data Scientist
CSE,autocad solidworks design,8.89,2,0,8,Design Engineer
CSE,embedded c microcontrollers,9.46,2,1,9,Embedded Engineer
CSE,ai deep learning neural networks,8.97,3,2,8,AI Engineer
CSE,react node mongodb fullstack,7.37,2,2,10,Full Stack Developer
CSE,signal processing electronics,7.35,5,0,7,Embedded Engineer
CSE,nodejs express mongodb api,8.92,2,0,9,Backend Developer
CSE,java spring boot microservices,7.07,4,2,8,Software Engineer
CSE,java spring boot microservices,7.67,4,1,8,Software Engineer
CSE,embedded c microcontrollers,7.89,4,1,9,Embedded Engineer
CSE,cyber security linux networking,6.72,2,0,10,Security Analyst
CSE,thermal systems manufacturing,8.58,2,0,8,Mechanical Engineer
CSE,django python sql backend,6.67,3,0,6,Backend Developer
CSE,iot sensors arduino embedded,9.17,3,1,8,IoT Engineer
CSE,python machine learning ai data analysis,8.66,5,2,9,Data Scientist
CSE,robotics automation design,9.46,4,0,7,Design Engineer
CSE,ai deep learning neural networks,6.88,4,2,8,AI Engineer
CSE,aws docker kubernetes cloud,9.33,3,0,10,DevOps Engineer
CSE,iot sensors arduino embedded,8.15,2,2,8,IoT Engineer
CSE,nodejs express mongodb api,8.69,1,1,10,Backend Developer
CSE,cyber security linux networking,7.95,4,2,9,Security Analyst
CSE,geotechnical civil engineering,8.12,5,2,6,Civil Engineer
CSE,construction surveying site work,6.62,4,2,8,Site Engineer
CSE,thermal systems manufacturing,7.46,1,2,6,Mechanical Engineer
CSE,flutter mobile apps firebase,9.27,3,0,10,Mobile App Developer
CSE,python flask apis backend,7.4,3,2,7,Backend Developer
CSE,flutter mobile apps firebase,6.84,3,1,9,Mobile App Developer
CSE,autocad solidworks design,7.23,5,0,9,Design Engineer
CSE,ai deep learning neural networks,8.25,3,0,6,AI Engineer
CSE,iot sensors arduino embedded,8.94,4,0,7,IoT Engineer
CSE,autocad solidworks design,8.59,2,2,9,Design Engineer
CSE,iot sensors arduino embedded,9.41,2,1,6,IoT Engineer
CSE,thermal systems manufacturing,6.84,2,2,10,Mechanical Engineer
CSE,iot sensors arduino embedded,8.04,3,0,8,IoT Engineer
CSE,ai deep learning neural networks,8.33,1,1,6,AI Engineer
CSE,react node mongodb fullstack,8.91,3,0,8,Full Stack Developer
CSE,python flask apis backend,7.8,2,1,6,Backend Developer
CSE,react node mongodb fullstack,8.59,2,1,10,Full Stack Developer
CSE,geotechnical civil engineering,6.55,3,0,10,Civil Engineer
CSE,embedded c microcontrollers,7.06,4,2,9,Embedded Engineer
CSE,ai deep learning neural networks,7.95,3,0,7,AI Engineer
CSE,construction surveying site work,9.22,4,2,8,Site Engineer
CSE,python machine learning ai data analysis,7.62,5,1,9,Data Scientist
CSE,nodejs express mongodb api,7.36,2,2,9,Backend Developer
CSE,structure planning autocad,6.56,5,0,8,Civil Engineer
CSE,thermal systems manufacturing,7.85,2,1,8,Mechanical Engineer
CSE,python flask apis backend,8.68,5,2,7,Backend Developer
CSE,django python sql backend,8.51,5,1,6,Backend Developer
CSE,construction surveying site work,7.82,4,1,8,Site Engineer
CSE,java spring boot microservices,8.54,5,2,9,Software Engineer
CSE,embedded c microcontrollers,9.09,4,2,8,Embedded Engineer
CSE,geotechnical civil engineering,6.65,1,0,8,Civil Engineer
CSE,mechanical cad cam,9.29,3,0,7,Mechanical Engineer
