branch,skills,cgpa,projects,internships,communication,career
ECE,signal processing electronics,8.37,1,0,8,Hardware Engineer
CSE,nodejs express mongodb api,7.92,3,1,6,Frontend Developer
CE,structure planning autocad,9.09,1,2,6,Civil Engineer
ME,autocad solidworks design,9.13,3,1,10,Mechanical Engineer
CE,structure planning autocad,9.17,5,1,8,Site Engineer
ME,mechanical cad cam,6.55,5,2,6,Design Engineer
CE,geotechnical civil engineering,9.29,3,1,7,Civil Engineer
ECE,iot sensors arduino embedded,7.21,4,0,9,IoT Engineer
CE,infrastructure design planning,8.83,5,1,7,Civil Engineer
ECE,embedded c microcontrollers,6.83,5,2,6,IoT Engineer
CSE,html css javascript react,6.62,3,0,7,AI Engineer
IT,python flask apis backend,7.58,3,0,6,Software Engineer
CSE,django python sql backend,6.72,5,1,9,Frontend Developer
ME,thermal systems manufacturing,8.61,4,1,8,Design Engineer
CSE,ai deep learning neural networks,7.89,3,0,6,Backend Developer
IT,react node mongodb fullstack,6.86,2,0,7,Backend Developer
CE,geotechnical civil engineering,9.11,3,2,9,Civil Engineer
ECE,iot sensors arduino embedded,8.66,2,0,9,Hardware Engineer
CE,construction surveying site work,8.22,2,2,9,Site Engineer
CE,infrastructure design planning,8.08,1,0,10,Site Engineer
IT,react node mongodb fullstack,6.65,2,2,10,Software Engineer
CE,structure planning autocad,7.57,4,2,9,Civil Engineer
CSE,python machine learning ai data analysis,7.54,2,2,10,Backend Developer
ME,autocad solidworks design,7.67,4,2,10,Mechanical Engineer
IT,aws docker kubernetes cloud,8.86,1,1,6,Software Engineer
CSE,ai deep learning neural networks,8.18,3,0,7,Mobile App Developer
ECE,iot sensors arduino embedded,6.96,4,1,7,Hardware Engineer
CSE,flutter mobile apps firebase,7.93,2,0,6,AI Engineer
ME,robotics automation design,9.35,3,0,10,Mechanical Engineer
CSE,python machine learning ai data analysis,7.41,5,1,6,Backend Developer
ME,autocad solidworks design,8.1,3,1,9,Mechanical Engineer
CE,geotechnical civil engineering,9.37,2,1,9,Site Engineer
CE,geotechnical civil engineering,8.54,3,2,10,Site Engineer
IT,react node mongodb fullstack,8.31,5,2,10,Backend Developer
CSE,nodejs express mongodb api,8.42,3,2,9,Backend Developer
ECE,embedded c microcontrollers,7.18,3,0,10,Hardware Engineer
IT,cyber security linux networking,8.12,4,2,6,Security Analyst
CE,structure planning autocad,8.68,2,0,9,Civil Engineer
IT,cyber security linux networking,6.83,2,0,9,Security Analyst
ECE,iot sensors arduino embedded,8.09,5,0,7,Embedded Engineer
IT,java spring boot microservices,9.26,3,0,9,Full Stack Developer
ECE,signal processing electronics,6.72,2,2,7,Embedded Engineer
IT,react node mongodb fullstack,7.72,1,2,7,Software Engineer
IT,aws docker kubernetes cloud,7.02,5,0,7,Full Stack Developer
CE,geotechnical civil engineering,8.41,4,2,9,Civil Engineer
CSE,flutter mobile apps firebase,9.04,3,0,9,Backend Developer
CE,construction surveying site work,7.25,4,0,7,Civil Engineer
ME,thermal systems manufacturing,6.79,5,0,9,Mechanical Engineer
CSE,python machine learning ai data analysis,8.55,5,2,8,Frontend Developer
ECE,signal processing electronics,7.15,5,1,7,Hardware Engineer
CE,structure planning autocad,8.65,5,0,6,Site Engineer
IT,python flask apis backend,7.58,3,1,8,Full Stack Developer
CSE,flutter mobile apps firebase,9.01,1,0,7,Backend Developer
IT,react node mongodb fullstack,7.65,5,2,8,DevOps Engineer
ME,mechanical cad cam,8.84,2,1,10,Mechanical Engineer
ME,autocad solidworks design,9.03,4,2,10,Design Engineer
CE,geotechnical civil engineering,9.03,5,2,6,Civil Engineer
CE,structure planning autocad,7.46,4,2,7,Site Engineer
ME,robotics automation design,8.32,4,1,9,Design Engineer
CE,construction surveying site work,9.42,5,0,9,Site Engineer
CE,infrastructure design planning,7.76,3,0,9,Civil Engineer
ME,thermal systems manufacturing,7.95,3,1,7,Mechanical Engineer
IT,react node mongodb fullstack,8.5,3,1,10,DevOps Engineer
CSE,flutter mobile apps firebase,9.32,2,2,10,Data Scientist
CSE,flutter mobile apps firebase,8.86,3,1,6,Data Scientist
CE,geotechnical civil engineering,7.06,4,0,7,Civil Engineer
ME,autocad solidworks design,8.66,2,2,8,Mechanical Engineer
IT,react node mongodb fullstack,6.5,3,0,8,Software Engineer
CSE,django python sql backend,9.23,3,1,10,Backend Developer
CSE,nodejs express mongodb api,6.8,3,1,6,Mobile App Developer
CSE,python machine learning ai data analysis,7.29,5,1,10,Mobile App Developer
ECE,embedded c microcontrollers,7.5,2,1,8,Hardware Engineer
ECE,verilog vlsi design circuits,6.51,4,2,8,Embedded Engineer
CSE,django python sql backend,8.69,4,0,6,AI Engineer
CSE,flutter mobile apps firebase,7.49,3,2,7,Mobile App Developer
CSE,nodejs express mongodb api,7.61,5,1,6,Frontend Developer
ME,thermal systems manufacturing,7.93,4,0,6,Design Engineer
CSE,flutter mobile apps firebase,8.33,1,0,8,Backend Developer
ECE,iot sensors arduino embedded,8.72,5,0,8,Hardware Engineer
CSE,python machine learning ai data analysis,8.42,1,2,10,AI Engineer
CSE,nodejs express mongodb api,7.05,4,1,9,Frontend Developer
IT,cyber security linux networking,9.15,1,2,10,Backend Developer
CSE,nodejs express mongodb api,7.85,2,2,9,Mobile App Developer
ECE,verilog vlsi design circuits,6.68,1,2,8,Hardware Engineer
ME,robotics automation design,7.21,1,2,8,Design Engineer
IT,python flask apis backend,6.97,3,0,8,DevOps Engineer
ME,robotics automation design,7.14,4,0,10,Design Engineer
IT,cyber security linux networking,7.55,1,0,6,Security Analyst
CE,infrastructure design planning,6.6,1,0,7,Site Engineer
ME,mechanical cad cam,7.5,5,0,10,Mechanical Engineer
ME,robotics automation design,7.51,3,0,10,Design Engineer
IT,python flask apis backend,8.04,2,1,6,DevOps Engineer
CSE,html css javascript react,6.92,4,2,6,Data Scientist
ECE,iot sensors arduino embedded,7.16,1,1,10,Hardware Engineer
ECE,verilog vlsi design circuits,6.76,4,1,7,Embedded Engineer
ME,autocad solidworks design,8.29,3,1,9,Mechanical Engineer
ME,autocad solidworks design,8.53,1,1,9,Mechanical Engineer
CSE,html css javascript react,7.03,1,1,6,Backend Developer
CE,infrastructure design planning,8.71,3,0,6,Site Engineer
CE,structure planning autocad,7.73,1,0,9,Site Engineer
ECE,embedded c microcontrollers,7.79,3,1,7,IoT Engineer
CSE,flutter mobile apps firebase,6.77,1,2,6,Backend Developer
CSE,flutter mobile apps firebase,8.12,4,1,8,Mobile App Developer
IT,aws docker kubernetes cloud,7.89,1,2,8,Full Stack Developer
IT,python flask apis backend,8.18,1,1,6,Software Engineer
CE,structure planning autocad,8.02,4,0,7,Site Engineer
ECE,embedded c microcontrollers,7.85,2,1,8,Hardware Engineer
IT,java spring boot microservices,7.26,2,2,7,Security Analyst
ECE,iot sensors arduino embedded,8.42,5,2,6,Hardware Engineer
ECE,embedded c microcontrollers,8.99,5,1,9,Embedded Engineer
IT,java spring boot microservices,7.18,2,0,10,Software Engineer
ME,mechanical cad cam,7.8,1,1,7,Design Engineer
CSE,html css javascript react,8.58,1,0,9,Frontend Developer
ECE,iot sensors arduino embedded,8.77,4,2,10,Embedded Engineer
IT,react node mongodb fullstack,8.7,1,0,9,Full Stack Developer
ECE,embedded c microcontrollers,8.16,4,1,10,IoT Engineer
IT,python flask apis backend,7.55,5,1,7,Software Engineer
CE,construction surveying site work,8.84,4,2,8,Site Engineer
CSE,python machine learning ai data analysis,7.47,3,0,8,AI Engineer
IT,aws docker kubernetes cloud,9.3,4,2,10,DevOps Engineer
ECE,iot sensors arduino embedded,7.07,5,0,6,Hardware Engineer
ECE,verilog vlsi design circuits,7.3,4,2,7,Embedded Engineer
ECE,verilog vlsi design circuits,9.41,5,0,9,Hardware Engineer
CSE,html css javascript react,7.21,1,1,8,AI Engineer
CSE,html css javascript react,7.48,2,0,10,Mobile App Developer
ME,autocad solidworks design,8.84,3,2,7,Design Engineer
CE,infrastructure design planning,6.81,4,1,9,Civil Engineer
ME,thermal systems manufacturing,7.2,2,0,9,Design Engineer
ME,autocad solidworks design,9.06,5,2,7,Mechanical Engineer
ME,thermal systems manufacturing,6.71,4,0,6,Mechanical Engineer
ME,mechanical cad cam,9.06,2,1,6,Design Engineer
ECE,signal processing electronics,6.81,3,2,8,Hardware Engineer
ME,autocad solidworks design,8.14,1,2,9,Mechanical Engineer
IT,react node mongodb fullstack,8.68,5,0,9,Security Analyst
CSE,html css javascript react,7.56,2,2,8,Data Scientist
ECE,embedded c microcontrollers,8.99,4,2,6,IoT Engineer
ME,robotics automation design,8.81,4,2,6,Mechanical Engineer
ME,mechanical cad cam,7.19,2,2,6,Design Engineer
ECE,iot sensors arduino embedded,8.96,3,2,7,Hardware Engineer
ME,autocad solidworks design,9.14,3,2,8,Mechanical Engineer
ME,mechanical cad cam,7.24,2,2,6,Design Engineer
CE,infrastructure design planning,6.86,4,2,9,Site Engineer
CSE,ai deep learning neural networks,6.68,2,0,8,AI Engineer
CSE,nodejs express mongodb api,9.47,1,0,10,Frontend Developer
ME,mechanical cad cam,9.06,1,1,9,Design Engineer
CE,construction surveying site work,7.62,3,1,8,Civil Engineer
IT,python flask apis backend,8.77,2,0,6,Backend Developer
ECE,signal processing electronics,8.49,1,0,10,Hardware Engineer
ECE,verilog vlsi design circuits,8.88,2,2,7,IoT Engineer
CE,geotechnical civil engineering,8.84,2,2,10,Site Engineer
IT,cyber security linux networking,8.51,5,2,6,Backend Developer
CE,construction surveying site work,8.37,2,0,9,Civil Engineer
ME,robotics automation design,8.93,1,2,8,Mechanical Engineer
IT,react node mongodb fullstack,8.94,3,0,8,Security Analyst
ECE,iot sensors arduino embedded,7.38,1,0,7,IoT Engineer
ECE,embedded c microcontrollers,6.51,5,1,10,IoT Engineer
ME,robotics automation design,7.22,1,1,10,Mechanical Engineer
CE,construction surveying site work,8.55,2,2,9,Civil Engineer
IT,cyber security linux networking,8.34,3,0,8,Security Analyst
ME,autocad solidworks design,8.51,2,1,7,Mechanical Engineer
ME,autocad solidworks design,6.56,1,2,8,Mechanical Engineer
ECE,iot sensors arduino embedded,7.56,3,2,10,IoT Engineer
ME,robotics automation design,8.89,1,0,8,Design Engineer
CE,geotechnical civil engineering,7.58,3,0,9,Site Engineer
CSE,python machine learning ai data analysis,9.32,4,1,7,Mobile App Developer
ECE,verilog vlsi design circuits,7.0,4,0,9,Hardware Engineer
IT,python flask apis backend,8.54,4,2,7,Full Stack Developer
ME,autocad solidworks design,6.92,3,2,10,Mechanical Engineer
ME,robotics automation design,7.87,4,2,9,Design Engineer
ECE,signal processing electronics,7.41,4,1,7,IoT Engineer
CE,construction surveying site work,8.14,3,1,7,Civil Engineer
ECE,iot sensors arduino embedded,9.25,2,0,7,Hardware Engineer
CSE,flutter mobile apps firebase,9.31,5,2,8,AI Engineer
ME,thermal systems manufacturing,8.22,3,0,8,Design Engineer
IT,cyber security linux networking,8.09,3,2,10,Software Engineer
ME,thermal systems manufacturing,7.69,1,0,10,Mechanical Engineer
CSE,ai deep learning neural networks,8.62,3,1,8,Frontend Developer
CSE,nodejs express mongodb api,8.46,1,0,7,Data Scientist
IT,java spring boot microservices,9.37,4,2,6,Software Engineer
CE,construction surveying site work,6.89,1,1,6,Site Engineer
IT,java spring boot microservices,8.19,4,1,6,Backend Developer
ECE,embedded c microcontrollers,8.91,4,1,6,IoT Engineer
CE,geotechnical civil engineering,6.64,5,2,9,Site Engineer
CSE,nodejs express mongodb api,7.77,1,0,8,Backend Developer
IT,cyber security linux networking,6.82,4,1,7,Software Engineer
ECE,signal processing electronics,7.32,2,2,10,Embedded Engineer
ECE,embedded c microcontrollers,9.03,4,1,6,Hardware Engineer
ME,robotics automation design,8.26,4,2,7,Design Engineer
ME,robotics automation design,8.24,4,2,9,Design Engineer
CSE,nodejs express mongodb api,8.96,5,0,6,Mobile App Developer
CSE,python machine learning ai data analysis,7.49,2,1,7,Data Scientist
ME,robotics automation design,8.81,1,2,6,Design Engineer
ME,thermal systems manufacturing,8.17,3,2,7,Mechanical Engineer
ECE,embedded c microcontrollers,8.64,5,1,9,Embedded Engineer
CE,construction surveying site work,9.04,1,0,7,Site Engineer
ECE,embedded c microcontrollers,8.3,4,0,6,Hardware Engineer
ECE,embedded c microcontrollers,9.15,4,0,6,Hardware Engineer
CE,construction surveying site work,6.93,3,0,10,Site Engineer
CSE,python machine learning ai data analysis,7.56,3,0,6,AI Engineer
ECE,signal processing electronics,7.82,5,2,8,Hardware Engineer
ECE,embedded c microcontrollers,8.17,3,0,6,Embedded Engineer
ME,robotics automation design,6.97,2,1,8,Mechanical Engineer
CSE,flutter mobile apps firebase,9.02,3,2,9,Mobile App Developer
ECE,verilog vlsi design circuits,6.82,5,0,9,Embedded Engineer
IT,cyber security linux networking,7.19,1,1,10,Security Analyst
CSE,python machine learning ai data analysis,6.76,3,2,6,Backend Developer
CSE,html css javascript react,7.1,3,0,7,Mobile App Developer
ME,mechanical cad cam,9.23,2,2,9,Mechanical Engineer
ECE,verilog vlsi design circuits,6.97,5,2,7,IoT Engineer
CSE,ai deep learning neural networks,8.46,4,0,8,Frontend Developer
CSE,django python sql backend,9.03,1,2,7,Mobile App Developer
CSE,flutter mobile apps firebase,6.51,4,0,9,Mobile App Developer
CE,structure planning autocad,8.36,2,2,7,Civil Engineer
IT,react node mongodb fullstack,9.04,5,0,10,Full Stack Developer
ME,autocad solidworks design,9.27,3,0,6,Mechanical Engineer
CSE,django python sql backend,7.27,5,1,6,Frontend Developer
ME,mechanical cad cam,9.39,4,1,8,Mechanical Engineer
ECE,iot sensors arduino embedded,7.24,2,2,8,Hardware Engineer
ME,mechanical cad cam,7.53,4,0,10,Mechanical Engineer
ECE,iot sensors arduino embedded,7.47,5,1,8,Hardware Engineer
CSE,django python sql backend,6.59,3,2,6,Backend Developer
ME,mechanical cad cam,6.68,4,1,7,Mechanical Engineer
CE,structure planning autocad,8.92,2,2,8,Site Engineer
ECE,signal processing electronics,7.06,3,2,10,Embedded Engineer
ME,mechanical cad cam,8.31,4,0,6,Mechanical Engineer
ME,mechanical cad cam,7.97,2,0,8,Design Engineer
ME,mechanical cad cam,7.72,5,1,8,Design Engineer
IT,cyber security linux networking,7.14,3,1,6,Security Analyst
CSE,nodejs express mongodb api,6.61,3,0,6,Mobile App Developer
ECE,embedded c microcontrollers,6.53,1,2,7,Hardware Engineer
IT,react node mongodb fullstack,8.97,2,1,10,Backend Developer
ECE,iot sensors arduino embedded,7.93,2,0,8,Embedded Engineer
CE,geotechnical civil engineering,6.9,2,1,8,Site Engineer
CSE,django python sql backend,8.33,1,2,9,AI Engineer
CSE,nodejs express mongodb api,9.26,1,0,6,Backend Developer
ECE,iot sensors arduino embedded,6.56,2,2,6,IoT Engineer
ME,robotics automation design,9.17,2,2,7,Mechanical Engineer
IT,python flask apis backend,9.27,3,0,7,Software Engineer
IT,python flask apis backend,8.08,4,2,9,Backend Developer
ECE,embedded c microcontrollers,9.46,5,1,10,IoT Engineer
IT,java spring boot microservices,7.35,3,2,7,Backend Developer
ECE,iot sensors arduino embedded,8.56,1,1,10,Embedded Engineer
CE,geotechnical civil engineering,8.76,3,2,9,Site Engineer
ECE,iot sensors arduino embedded,7.52,4,0,9,IoT Engineer
ME,robotics automation design,7.67,2,2,7,Mechanical Engineer
ECE,embedded c microcontrollers,7.58,5,1,8,Hardware Engineer
ME,thermal systems manufacturing,8.89,2,1,7,Design Engineer
ECE,embedded c microcontrollers,8.48,2,0,7,IoT Engineer
IT,aws docker kubernetes cloud,8.85,4,0,7,Software Engineer
IT,python flask apis backend,6.51,3,2,7,Software Engineer
CSE,python machine learning ai data analysis,6.94,3,1,6,AI Engineer
ECE,embedded c microcontrollers,7.55,1,2,6,Embedded Engineer
ECE,verilog vlsi design circuits,9.42,5,1,10,IoT Engineer
ME,robotics automation design,8.34,2,2,7,Design Engineer
CE,infrastructure design planning,7.45,2,0,10,Civil Engineer
CSE,ai deep learning neural networks,7.65,1,1,6,AI Engineer
IT,react node mongodb fullstack,8.76,1,1,9,Full Stack Developer
IT,python flask apis backend,6.53,1,2,9,Backend Developer
CSE,python machine learning ai data analysis,7.73,5,2,9,Frontend Developer
CE,infrastructure design planning,7.92,5,1,10,Civil Engineer
CE,structure planning autocad,8.7,2,0,7,Civil Engineer
ME,thermal systems manufacturing,9.04,5,0,8,Design Engineer
ME,robotics automation design,7.29,4,1,10,Design Engineer
ME,thermal systems manufacturing,6.78,3,2,9,Mechanical Engineer
IT,java spring boot microservices,6.9,4,1,10,Backend Developer
ECE,signal processing electronics,8.55,4,2,6,Embedded Engineer
ECE,signal processing electronics,8.09,4,1,8,Hardware Engineer
IT,python flask apis backend,8.12,5,2,6,DevOps Engineer
IT,cyber security linux networking,9.03,1,1,7,DevOps Engineer
CSE,html css javascript react,8.75,4,2,9,Mobile App Developer
CE,geotechnical civil engineering,7.78,3,2,10,Site Engineer
CSE,nodejs express mongodb api,7.49,5,1,10,Frontend Developer
CE,structure planning autocad,8.64,4,0,6,Site Engineer
CE,structure planning autocad,9.07,5,2,7,Site Engineer
ME,autocad solidworks design,7.47,5,2,6,Design Engineer
ME,thermal systems manufacturing,7.72,2,2,10,Design Engineer
ME,autocad solidworks design,9.45,1,2,9,Mechanical Engineer
CSE,html css javascript react,7.06,5,1,6,Backend Developer
CE,structure planning autocad,8.18,4,1,10,Civil Engineer
CSE,ai deep learning neural networks,8.51,1,1,9,Mobile App Developer
IT,react node mongodb fullstack,8.73,2,0,8,Software Engineer
CSE,nodejs express mongodb api,9.36,3,1,6,Backend Developer
CE,infrastructure design planning,8.18,1,1,8,Site Engineer
CE,structure planning autocad,8.69,2,2,6,Civil Engineer
CE,structure planning autocad,9.24,1,1,6,Site Engineer
IT,aws docker kubernetes cloud,6.74,3,0,10,Software Engineer
IT,python flask apis backend,6.63,1,2,9,DevOps Engineer
IT,aws docker kubernetes cloud,8.84,5,2,6,DevOps Engineer
CE,geotechnical civil engineering,7.15,5,0,10,Site Engineer
IT,aws docker kubernetes cloud,6.57,1,0,9,Security Analyst
ECE,embedded c microcontrollers,6.94,1,0,7,Embedded Engineer
ECE,iot sensors arduino embedded,7.22,3,0,7,IoT Engineer
ME,thermal systems manufacturing,7.3,4,1,8,Design Engineer
ME,mechanical cad cam,7.53,5,0,8,Mechanical Engineer
CSE,django python sql backend,6.93,2,1,8,Mobile App Developer
IT,aws docker kubernetes cloud,6.69,3,1,7,Backend Developer
ME,autocad solidworks design,8.84,2,2,9,Mechanical Engineer
CE,infrastructure design planning,6.92,5,2,7,Civil Engineer
ME,robotics automation design,8.18,3,0,8,Mechanical Engineer
CE,construction surveying site work,7.85,4,1,7,Civil Engineer
CE,infrastructure design planning,7.13,1,1,10,Site Engineer
ME,mechanical cad cam,7.81,2,2,10,Mechanical Engineer
CSE,django python sql backend,7.13,3,0,8,Frontend Developer
CE,construction surveying site work,7.75,2,1,10,Site Engineer
ECE,iot sensors arduino embedded,8.62,1,2,8,IoT Engineer
ECE,signal processing electronics,6.99,5,0,7,Embedded Engineer
IT,java spring boot microservices,7.73,5,2,6,Software Engineer
ME,autocad solidworks design,7.59,4,0,10,Mechanical Engineer
CSE,html css javascript react,7.22,5,1,9,Mobile App Developer
ME,autocad solidworks design,6.82,1,0,7,Design Engineer
CSE,flutter mobile apps firebase,6.62,3,0,9,Frontend Developer
IT,java spring boot microservices,8.12,3,2,7,DevOps Engineer
ME,thermal systems manufacturing,7.46,3,1,6,Design Engineer
IT,cyber security linux networking,9.03,4,1,6,DevOps Engineer
CE,construction surveying site work,6.73,3,1,9,Site Engineer
IT,react node mongodb fullstack,7.22,1,1,10,Security Analyst
ECE,embedded c microcontrollers,7.24,4,2,7,Hardware Engineer
CSE,nodejs express mongodb api,6.57,5,1,8,Data Scientist
CE,structure planning autocad,9.32,5,1,10,Site Engineer
IT,react node mongodb fullstack,9.38,1,2,8,Full Stack Developer
CE,infrastructure design planning,7.93,5,0,7,Civil Engineer
IT,react node mongodb fullstack,6.69,4,2,7,Backend Developer
ECE,embedded c microcontrollers,8.45,3,0,8,Hardware Engineer
ME,autocad solidworks design,9.0,2,1,9,Design Engineer
CSE,python machine learning ai data analysis,7.51,5,0,9,Mobile App Developer
CE,construction surveying site work,9.29,4,1,6,Site Engineer
ECE,embedded c microcontrollers,8.35,1,0,6,Embedded Engineer
CE,infrastructure design planning,8.96,1,0,8,Civil Engineer
CE,geotechnical civil engineering,7.29,2,0,8,Civil Engineer
ME,autocad solidworks design,9.03,3,0,10,Mechanical Engineer
ECE,iot sensors arduino embedded,7.53,3,0,9,IoT Engineer
CE,structure planning autocad,7.72,2,0,6,Civil Engineer
IT,python flask apis backend,6.89,1,2,10,Backend Developer
ECE,embedded c microcontrollers,8.94,1,1,6,IoT Engineer
IT,java spring boot microservices,8.65,3,2,8,Security Analyst
ECE,verilog vlsi design circuits,8.75,2,2,7,IoT Engineer
IT,cyber security linux networking,8.72,2,0,6,DevOps Engineer
CSE,ai deep learning neural networks,8.08,1,1,7,Mobile App Developer
IT,react node mongodb fullstack,8.38,1,0,6,Full Stack Developer
IT,react node mongodb fullstack,7.51,4,0,8,Full Stack Developer
ECE,signal processing electronics,6.99,1,0,7,Embedded Engineer
IT,python flask apis backend,7.54,1,1,10,Security Analyst
CE,construction surveying site work,7.16,4,2,6,Civil Engineer
ECE,iot sensors arduino embedded,7.6,5,0,9,Embedded Engineer
CSE,nodejs express mongodb api,7.51,4,2,9,Data Scientist
CE,geotechnical civil engineering,7.52,2,2,7,Site Engineer
CSE,ai deep learning neural networks,9.38,3,2,9,Frontend Developer
ECE,verilog vlsi design circuits,8.62,2,1,10,Hardware Engineer
CE,structure planning autocad,8.51,1,2,6,Site Engineer
CE,infrastructure design planning,9.05,5,0,9,Civil Engineer
CSE,ai deep learning neural networks,9.38,1,1,10,AI Engineer
ME,robotics automation design,9.16,5,1,10,Design Engineer
ECE,verilog vlsi design circuits,8.27,1,2,9,IoT Engineer
CSE,django python sql backend,8.07,2,0,6,Frontend Developer
ME,mechanical cad cam,9.46,1,1,6,Mechanical Engineer
ME,robotics automation design,8.66,2,2,7,Design Engineer
CE,construction surveying site work,7.34,4,0,10,Site Engineer
ECE,embedded c microcontrollers,7.11,4,1,7,Embedded Engineer
IT,aws docker kubernetes cloud,6.79,4,1,6,DevOps Engineer
ME,mechanical cad cam,7.1,1,0,7,Design Engineer
ME,thermal systems manufacturing,8.52,1,2,8,Design Engineer
CE,construction surveying site work,8.66,5,0,6,Civil Engineer
ECE,signal processing electronics,8.39,3,2,8,Hardware Engineer
CE,structure planning autocad,8.79,4,2,6,Site Engineer
ECE,embedded c microcontrollers,9.09,4,1,10,Hardware Engineer
IT,cyber security linux networking,7.14,5,0,8,Full Stack Developer
ECE,signal processing electronics,9.49,5,2,9,IoT Engineer
ME,autocad solidworks design,8.26,3,0,9,Design Engineer
IT,java spring boot microservices,6.81,3,0,7,Full Stack Developer
CSE,html css javascript react,8.57,3,2,6,Mobile App Developer
CSE,ai deep learning neural networks,7.53,4,2,10,Mobile App Developer
IT,cyber security linux networking,6.94,1,2,8,DevOps Engineer
CE,infrastructure design planning,9.28,1,2,9,Civil Engineer
CE,infrastructure design planning,8.54,4,2,7,Civil Engineer
ME,mechanical cad cam,7.14,3,0,6,Mechanical Engineer
ME,robotics automation design,7.8,4,2,8,Mechanical Engineer
ME,thermal systems manufacturing,8.08,2,0,9,Mechanical Engineer
ECE,verilog vlsi design circuits,7.3,4,0,6,Hardware Engineer
CE,structure planning autocad,8.17,4,0,6,Site Engineer
CSE,ai deep learning neural networks,7.74,5,1,9,Backend Developer
CSE,html css javascript react,9.42,4,0,10,Data Scientist
CE,infrastructure design planning,7.68,1,2,8,Civil Engineer
CSE,nodejs express mongodb api,8.96,3,1,9,Frontend Developer
ME,autocad solidworks design,9.02,3,1,9,Mechanical Engineer
CSE,django python sql backend,8.11,2,2,8,Mobile App Developer
CSE,django python sql backend,8.16,3,0,6,Mobile App Developer
ME,thermal systems manufacturing,8.4,2,0,7,Design Engineer
ECE,verilog vlsi design circuits,9.07,3,1,8,Embedded Engineer
CSE,python machine learning ai data analysis,7.23,4,1,7,Data Scientist
IT,cyber security linux networking,6.72,1,2,10,Security Analyst
ECE,embedded c microcontrollers,7.61,5,0,7,IoT Engineer
IT,cyber security linux networking,9.17,5,1,10,Full Stack Developer
ECE,iot sensors arduino embedded,7.08,2,2,9,Hardware Engineer
IT,python flask apis backend,9.15,3,0,9,Backend Developer
ME,robotics automation design,6.69,1,0,10,Design Engineer
IT,python flask apis backend,9.27,1,2,10,DevOps Engineer
CE,infrastructure design planning,9.01,5,0,10,Site Engineer
ME,robotics automation design,7.92,2,2,9,Design Engineer
CSE,flutter mobile apps firebase,7.21,3,0,7,Mobile App Developer
IT,cyber security linux networking,8.8,3,0,9,Full Stack Developer
CE,geotechnical civil engineering,7.21,5,1,10,Civil Engineer
CSE,flutter mobile apps firebase,7.48,3,2,7,Mobile App Developer
IT,cyber security linux networking,7.25,2,2,8,DevOps Engineer
CSE,ai deep learning neural networks,9.33,5,0,6,Backend Developer
CE,infrastructure design planning,8.31,5,1,6,Site Engineer
CSE,html css javascript react,8.23,2,2,8,AI Engineer
ME,mechanical cad cam,8.42,4,0,10,Mechanical Engineer
ME,mechanical cad cam,8.76,5,0,7,Design Engineer
CE,construction surveying site work,7.27,1,1,9,Civil Engineer
ECE,verilog vlsi design circuits,7.14,1,0,8,Embedded Engineer
IT,aws docker kubernetes cloud,7.59,4,2,10,Software Engineer
ME,thermal systems manufacturing,8.01,2,0,8,Design Engineer
CSE,python machine learning ai data analysis,7.88,4,2,10,Mobile App Developer
CE,geotechnical civil engineering,9.29,2,1,10,Site Engineer
ECE,signal processing electronics,9.45,1,1,10,IoT Engineer
CSE,ai deep learning neural networks,8.65,4,2,6,Backend Developer
CE,structure planning autocad,7.51,2,1,7,Civil Engineer
ECE,verilog vlsi design circuits,7.58,4,0,10,Embedded Engineer
CSE,django python sql backend,8.42,3,1,8,Mobile App Developer
CE,infrastructure design planning,9.37,1,1,7,Site Engineer
CSE,nodejs express mongodb api,8.44,2,2,9,Frontend Developer
ME,thermal systems manufacturing,9.03,2,1,7,Design Engineer
ECE,signal processing electronics,9.0,3,0,8,Hardware Engineer
ME,mechanical cad cam,7.15,2,2,6,Mechanical Engineer
CSE,python machine learning ai data analysis,8.13,3,1,9,Frontend Developer
CE,structure planning autocad,9.08,3,1,10,Civil Engineer
IT,java spring boot microservices,9.46,1,0,10,Security Analyst
ME,mechanical cad cam,6.62,5,0,7,Design Engineer
CE,structure planning autocad,8.99,5,1,7,Civil Engineer
ECE,verilog vlsi design circuits,8.25,4,2,10,IoT Engineer
CSE,python machine learning ai data analysis,6.54,1,0,6,Frontend Developer
IT,aws docker kubernetes cloud,6.7,2,2,6,Backend Developer
IT,cyber security linux networking,6.72,5,0,10,Security Analyst
CSE,python machine learning ai data analysis,9.33,3,2,7,Backend Developer
ECE,signal processing electronics,6.87,5,1,9,Embedded Engineer
CSE,python machine learning ai data analysis,8.7,2,2,8,Frontend Developer
IT,java spring boot microservices,8.76,4,2,6,Software Engineer
CSE,django python sql backend,9.02,3,0,10,AI Engineer
ECE,embedded c microcontrollers,9.48,2,0,10,Hardware Engineer
CSE,html css javascript react,9.01,1,2,6,AI Engineer
CSE,flutter mobile apps firebase,9.33,4,1,10,Mobile App Developer
ME,thermal systems manufacturing,6.73,5,1,6,Design Engineer
IT,java spring boot microservices,7.89,2,2,7,Full Stack Developer
IT,python flask apis backend,6.81,1,1,7,Full Stack Developer
ECE,verilog vlsi design circuits,9.07,2,2,7,IoT Engineer
IT,react node mongodb fullstack,7.49,5,0,6,Backend Developer
ME,thermal systems manufacturing,7.51,5,1,7,Mechanical Engineer
